start_station_id,start_station_name,start_lat,start_lng
3050.03,55 St & 5 Ave,40.642408,-74.013318
2951.05,55 St & 7 Ave,40.639673,-74.008957
6502.01,55 St & Northern Blvd,40.75326,-73.90585
5962.04,56 Ave & 92 St,40.73649,-73.86995
5995.07,56 Ave & Junction Blvd,40.73716,-73.86625
5579.02,56 Dr & 59 St,40.72403,-73.90853
5540.06,56 Dr & 61 St,40.72368,-73.90458
3138.03,56 St & 2 Ave,40.645705,-74.020292
5289.05,56 St & Arnold Ave,40.71484,-73.909
6028.01,57 Ave & 98 Pl,40.73802,-73.86103
5510.05,57 Rd & 58 St,40.72235,-73.91215
5510.02,57 Rd & 59 St,40.72249,-73.90854
3178.02,57 St & 1 Ave,40.646377,-74.023087
6426.05,57 St & 37 Ave,40.75048,-73.90513
3093.07,57 St & 4 Ave,40.642622,-74.016866
6158.06,57 St & 43 Ave,40.74324,-73.908
2861.02,57 St & 7 Ave,40.638566,-74.010147
5440.05,57 St & Grand Ave,40.71921,-73.9124
6579.03,58 St & 32 Ave,40.75574,-73.903427
5548.01,58 St & 56 Dr,40.72419,-73.91244
3220.01,58 St & Pier 4,40.646475,-74.026081
3011.03,59 St & 4 Ave,40.641269,-74.017651
6234.08,59 St & 41 Ave,40.744577,-73.905986
2961.05,59 St & 5 Ave,40.640125,-74.015726
5401.03,59 St & 59 Rd,40.71790852734058,-73.908454477787
3803.05,6 Ave & 12 St,40.6663181,-73.9854617
3628.11,6 Ave & 21 St,40.66016,-73.990974
3000.08,6 Ave & 55 St,40.640831,-74.010996
2912.08,6 Ave & 60 St,40.638196,-74.013821
3803.09,6 Ave & 9 St,40.668127,-73.98377641
5610.09,6 Ave & Broome St,40.72431,-74.00473
5500.07,6 Ave & Canal St,40.72243797,-74.00566443
6364.07,6 Ave & W 33 St,40.74901271,-73.98848395
6364.10,6 Ave & W 34 St,40.74964,-73.98805
6593.15,6 Ave & W 45 St,40.756951,-73.982631
5430.10,6 Ave & Walker St,40.7197920901383,-74.0052238852195
3834.10,6 St & 7 Ave,40.6686627,-73.97988067
5321.08,60 Ave & Fresh Pond Rd,40.71693,-73.90198
5878.02,60 Ave & Junction Blvd,40.73466,-73.86501
5945.01,60 Ave & Otis Ave,40.73715,-73.85614
4985.09,60 Pl & 67 Ave,40.70497,-73.89965
5138.03,60 Pl & Bleecker St,40.71107,-73.903
5431.01,60 Pl & Flushing Ave,40.71988,-73.90556
5097.02,60 Pl & Linden St,40.70886,-73.90182
6383.06,60 St & 37 Ave,40.74952,-73.90265
5360.02,60 St & 60 Rd,40.71592232709503,-73.90601366758347
6307.07,61 St & 39 Ave,40.7471,-73.9028
4830.02,61 St & 60 Ln,40.70055,-73.8943
5611.04,61 St & Borden Ave,40.72558,-73.90417
5998.09,61 St & Laurel Hill Blvd,40.7388,-73.90338
6116.03,61 St & Queens Blvd,40.74091,-73.90273
6191.06,61 St & Woodside Ave,40.74501,-73.9036
6460.06,62 St & 34 Ave,40.75201,-73.89986
2923.01,62 St & 4 Ave,40.639859,-74.019776
6191.04,62 St & 43 Ave,40.74261,-73.903
6536.02,62 St & Northern Blvd,40.754176,-73.900318
2872.02,63 St & 5 Ave,40.63766,-74.01782
5392.04,63 St & 59 Dr,40.71832,-73.90128
5611.05,63 St & Borden Ave,40.72655,-73.90321
2971.02,64 St & 3 Ave,40.639978,-74.02324
5956.04,64 St & 51 Ave,40.73577,-73.90184
5688.02,64 St & 53 Dr,40.72897,-73.90115
5057.09,64 St & Woodbine St,40.70809,-73.89549
5199.01,65 Ln & Metropolitan Ave,40.7123,-73.89397
5764.02,65 Pl & 53 Ave,40.73145,-73.90022
6149.02,65 Pl & Woodside Ave,40.74334,-73.89903
3019.02,65 St & 2 Ave,40.640493,-74.02564
6417.04,65 St & 35 Ave,40.75053,-73.8977
6417.11,65 St & Broadway,40.7493722738996,-73.89738768339157
4977.03,65 St & Otto Rd,40.70389,-73.89116
6267.08,65 St & Roosevelt Ave,40.74589,-73.89915
5057.07,67 Ave & Fresh Pond Rd,40.70575,-73.89676
2733.03,67 St & Erik Pl,40.633385,-74.016562
6298.04,69 St & 38 Ave,40.74694504524519,-73.89650255441666
6108.03,69 St & 43 Ave,40.74179,-73.89564
3660.07,7 Ave & 17 St,40.66093779493168,-73.98680448532104
3588.01,7 Ave & 20 St,40.659053,-73.98854
3515.01,7 Ave & 22 St,40.658029,-73.989605
3266.01,7 Ave & 40 St,40.648169,-74.000057
3192.05,7 Ave & 41 St,40.647379,-74.000911
2821.05,7 Ave & 62 St,40.63556,-74.01298
6912.01,7 Ave & Central Park South,40.7667405590595,-73.9790689945221
4125.07,7 Ave & Park Pl,40.6776147,-73.97324283
6847.05,7 Ave & W 55 St,40.764126,-73.980973
5805.07,7 Ave S & Bleecker St,40.73213896287381,-74.00363802909851
3996.01,7 St & 3 Ave,40.67260298150126,-73.98983001708984
3914.02,7 St & 5 Ave,40.6704922,-73.98541675
4871.02,71 Ave & Myrtle Ave,40.70067,-73.89907
6612.09,71 St & 32 Ave,40.75675,-73.89595
6374.05,71 St & 37 Ave,40.7488,-73.89451
6686.07,72 St & 31 Ave,40.7584,-73.89531
6258.03,72 St & 41 Ave,40.7448,-73.89377
6258.02,72 St & Broadway,40.74751,-73.89372
6570.06,72 St & Northern Blvd,40.75473,-73.89458
6141.02,72 St & Woodside Ave,40.74288,-73.89283
6757.03,73 St & 25 Ave,40.76205,-73.895
6332.06,74 St & 37 Ave,40.74908,-73.89172
6216.01,74 St & Woodside Ave,40.74325,-73.89079
6408.08,75 St & 35 Ave,40.75091,-73.89111
6527.07,75 St & Northern Blvd,40.75473,-73.8918
7032.02,76 St & 21 Ave,40.77028,-73.893675
6099.02,76 St & 45 Ave,40.7411,-73.88837
6825.03,77 St & 24 Ave,40.76428,-73.89156
6718.02,77 St & 31 Ave,40.75886,-73.89081
6603.07,78 St & Northern Blvd,40.75499,-73.88905
6365.10,79 St & 37 Ave,40.74937,-73.88714
6290.13,79 St & Roosevelt Ave,40.74718,-73.88675
6174.03,79 St & Woodside Ave,40.74364,-73.88622
6072.11,8 Ave & W 16 St,40.740983,-74.001702
6224.06,8 Ave & W 24 St,40.74591072834279,-73.99807110428809
6297.07,8 Ave & W 27 St,40.747968,-73.996637
6450.05,8 Ave & W 31 St,40.7505853470215,-73.9946848154068
6450.12,8 Ave & W 33 St,40.751551,-73.993934
6526.05,8 Ave & W 38 St,40.75461,-73.99177
6747.07,8 Ave & W 49 St,40.76171227910671,-73.98655101656914
6816.07,8 Ave & W 52 St,40.76370739,-73.9851615
7068.07,8 St & Astoria Blvd,40.7725996921817,-73.93266275525093
6855.02,81 St & 24 Ave,40.76466,-73.88803
6561.01,81 St & 34 Ave,40.75374,-73.88604
6442.08,81 St & 35 Ave,40.75179,-73.88568
6748.04,82 St & 30 Ave,40.76109,-73.88632
6132.01,82 St & Broadway,40.74281,-73.88296
6323.04,84 St & Roosevelt Ave,40.74797,-73.88204
6594.02,85 St & Northern Blvd,40.75601,-73.88266
6475.07,86 St & 35 Ave,40.7523,-73.88093
6399.06,86 St & 37 Ave,40.75,-73.88062
6780.06,87 St & 30 Ave,40.76156,-73.88167
6356.01,87 St & Roosevelt Ave,40.74825,-73.87936
6848.04,88 St & Astoria Blvd,40.76424,-73.8812
6190.08,9 Ave & W 18 St,40.74317449,-74.00366443
8559.04,9 Ave & W 204 St,40.86169883507865,-73.91855701804161
8696.05,9 Ave & W 219 St,40.871094,-73.911503
6266.06,9 Ave & W 22 St,40.7454973,-74.00197139
6492.08,9 Ave & W 33 St,40.752568,-73.996765
6644.08,9 Ave & W 39 St,40.756403523272496,-73.99410143494606
6717.06,9 Ave & W 45 St,40.76019252,-73.9912551
6361.03,9 St & 44 Rd,40.74966,-73.9521
6668.06,90 St & 32 Ave,40.75836,-73.87824
6080.07,90 St & 51 Ave,40.73937,-73.87411
